IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_813,Fingerprint_806,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_658,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,MUT_MAST2,REC_R_HSA_1834939,FAM_PKL_EXP,EXP_HASPIN,EXP_FER,EXP_TRPM6,EXP_BLK_X_EXP_DAPP1,EXP_GRK7_X_EXP_CCR8,EXP_LRRK2_X_EXP_RAB29,EXP_LRRK2_X_EXP_TFDP1,EXP_MAP3K1_X_EXP_NRK,EXP_MAPK14_X_EXP_ACTA1,EXP_MAPK14_X_EXP_ESR1,EXP_MAPK14_X_EXP_GNA15,EXP_RAF1_X_EXP_REM1,EXP_RAF1_X_EXP_SCNN1G,PWY_R_HSA_194315_EXP_X_PWY_R_HSA_3928662_EXP,GO_0010629_X_GO_0051897,Predicted IC50,Validation
1.325069,949177,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0658684474,4.6172272566,2.9197997475,8.7080049239,8.7443985555,21.690679818,20.946376122,19.883955892,17.01022708,16.545584931,16.709824295,21.363856377,18.353032769,0,0,-0.411579779,7
3.142381,949178,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.678199378,5.9211133597,2.9583897982,8.7640075956,9.5427208269,22.682254415,21.769895708,25.265839266,17.10096601,16.011956949,16.594218783,23.941435321,19.924346738,0,0,2.3871409542,5
2.836213,1240181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8031645295,5.4520236947,3.2983902447,8.8067814313,8.7113588297,11.283383184,18.829803323,27.87370347,16.162184112,15.750972205,15.889172436,20.699339245,18.279480391,0,0,1.055010636,6
1.771621,688086,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.4785874998,6.1592377309,2.95881721,10.169277903,9.5366919462,13.860718235,21.350870205,20.34228916,15.198513763,13.998118509,15.178462916,22.581342351,19.2498904,0,0,1.8375799522,2
2.818311,688087,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3.2950346767,6.5352344372,2.9258890326,8.7427920457,8.5917220749,12.442731122,18.660860709,22.712584341,14.790398064,14.871018392,14.631480559,18.332728991,16.574184631,0,1,3.3452916275,1
3.470341,753616,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.17935239,6.3150001348,3.0475652609,9.0264918555,9.3426480612,18.226215841,18.341604866,28.109908242,17.256919553,14.553421589,15.580136941,19.87066037,18.385609673,0,0,3.0969473855,6
2.851224,753618,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,6.9325860111,4.1574311249,6.2040964012,2.7940765549,9.1522763627,9.7526114225,20.532644233,19.460233764,21.353330743,17.087020752,15.947849612,16.541876816,24.538038341,20.540685264,0,0,2.3572084352,3
4.730639,753620,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9955726526,5.4772215277,3.0498159977,9.5399515979,9.1848564941,18.276361766,19.336953608,24.98614708,15.103576539,14.187359872,15.396528752,21.46602319,19.802836881,33.389882893,0,3.4242178191,9
1.417601,906803,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.7537471722,5.58970471,3.0694430663,8.9980036392,9.4069801878,29.966421999,26.324356159,21.91227919,17.60117621,17.591165987,16.659730579,19.671568097,16.833903304,0,0,1.703174368,5
2.166724,907170,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4.6054433093,5.0635108536,5.0543566337,2.8986290134,8.6455592277,10.013538969,25.701916742,23.54630943,18.332404864,18.096705539,15.998185332,16.946354982,24.896203879,22.034208758,0,0,1.9363666644,10
2.562372,907314,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3.9352718573,5.9380981735,3.3158520501,10.124279979,8.7418636044,11.225631387,20.995403324,29.697827052,16.616177929,15.139460193,15.924896128,23.684068218,20.778749238,38.661083574,1,3.4376940407,4
2.704871,908135,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.290078221,5.5743727388,2.8770099757,8.9650272512,10.162985163,18.605261671,23.508687843,25.169463464,16.666358778,15.568211725,14.866341156,19.375002083,19.538078468,0,0,2.4830514231,1
3.987161,908447,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.5832775049,5.954975638,3.0544994437,9.0026310422,9.1869703409,14.153790029,18.715265394,29.990610407,16.070792095,15.233893866,16.633594314,21.688108874,19.542371655,0,0,4.7126741262,7
1.777791,910780,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0458126605,5.9130738114,2.8752378377,8.6117793653,9.0516868093,19.900077189,19.998698621,27.738154742,17.033164618,16.191874695,15.621021264,23.027298068,21.451593142,0,0,2.1944785223,10
0.110059,925342,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,7.3149162214,5.0886920842,4.992109013,2.9730211377,8.1089848921,9.3805012363,22.225065139,29.986056878,16.301461963,18.618563213,17.144949954,18.39426771,22.709792382,30.955342457,0,0,-0.292559441,7
4.610724,949171,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.4338479604,5.6550519105,3.289320604,9.0542677752,9.1353780847,17.645025095,17.864209891,26.933334526,17.75155848,15.544544868,17.498270158,21.873639209,19.105469263,0,0,3.3834711511,3
3.099162,949174,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.2158263514,5.1853748155,3.0115716678,8.7251729566,9.3515990705,20.563795867,20.538027633,23.440958019,17.416418635,16.096478244,16.921105939,22.668902513,18.146380472,10.404056167,0,3.3129128514,9
4.08272,949175,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.2415071253,5.4747761718,2.8746356601,9.7344181715,9.2463042495,18.609696304,21.998993277,22.965242531,17.181795537,15.366038043,16.247187396,24.644856392,21.089836006,0,0,3.7127296988,9
2.67737,949176,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0098079055,5.388555827,3.024543874,8.9238343101,9.0501120602,20.972626537,20.316937993,27.215943736,18.22794733,15.18975714,16.272859669,20.720143661,18.402522364,0,0,2.8361146771,5
2.098755,949177,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0658684474,4.6172272566,2.9197997475,8.7080049239,8.7443985555,21.690679818,20.946376122,19.883955892,17.01022708,16.545584931,16.709824295,21.363856377,18.353032769,0,0,2.25662077,6
2.642119,949178,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.678199378,5.9211133597,2.9583897982,8.7640075956,9.5427208269,22.682254415,21.769895708,25.265839266,17.10096601,16.011956949,16.594218783,23.941435321,19.924346738,0,0,2.5472673759,5
0.752152,949179,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,10.981963343,4.7687271588,5.2388396313,2.9242028521,8.9944653946,10.308635272,15.25268687,21.809262996,26.200535559,16.845952568,15.43063563,20.107223737,27.028215971,23.221226066,0,0,0.9275771878,2
1.095816,1240181,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.8031645295,5.4520236947,3.2983902447,8.8067814313,8.7113588297,11.283383184,18.829803323,27.87370347,16.162184112,15.750972205,15.889172436,20.699339245,18.279480391,0,0,2.5203979171,6
2.582881,688086,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.4785874998,6.1592377309,2.95881721,10.169277903,9.5366919462,13.860718235,21.350870205,20.34228916,15.198513763,13.998118509,15.178462916,22.581342351,19.2498904,0,0,2.5844043397,6
3.342713,688087,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3.2950346767,6.5352344372,2.9258890326,8.7427920457,8.5917220749,12.442731122,18.660860709,22.712584341,14.790398064,14.871018392,14.631480559,18.332728991,16.574184631,0,1,3.1224768855,8
2.53756,753616,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.17935239,6.3150001348,3.0475652609,9.0264918555,9.3426480612,18.226215841,18.341604866,28.109908242,17.256919553,14.553421589,15.580136941,19.87066037,18.385609673,0,0,3.1050089953,6
2.924851,753618,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,6.9325860111,4.1574311249,6.2040964012,2.7940765549,9.1522763627,9.7526114225,20.532644233,19.460233764,21.353330743,17.087020752,15.947849612,16.541876816,24.538038341,20.540685264,0,0,3.5488290174,2
2.397285,753620,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.9955726526,5.4772215277,3.0498159977,9.5399515979,9.1848564941,18.276361766,19.336953608,24.98614708,15.103576539,14.187359872,15.396528752,21.46602319,19.802836881,33.389882893,0,2.1938671869,1
2.020525,906803,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.7537471722,5.58970471,3.0694430663,8.9980036392,9.4069801878,29.966421999,26.324356159,21.91227919,17.60117621,17.591165987,16.659730579,19.671568097,16.833903304,0,0,1.6305619027,7
1.097274,907170,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,4.6054433093,5.0635108536,5.0543566337,2.8986290134,8.6455592277,10.013538969,25.701916742,23.54630943,18.332404864,18.096705539,15.998185332,16.946354982,24.896203879,22.034208758,0,0,1.0706608495,8
1.918777,907314,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3.9352718573,5.9380981735,3.3158520501,10.124279979,8.7418636044,11.225631387,20.995403324,29.697827052,16.616177929,15.139460193,15.924896128,23.684068218,20.778749238,38.661083574,1,2.2451715252,2
3.582542,908135,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.290078221,5.5743727388,2.8770099757,8.9650272512,10.162985163,18.605261671,23.508687843,25.169463464,16.666358778,15.568211725,14.866341156,19.375002083,19.538078468,0,0,3.8711027336,7
3.602485,908447,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3.5832775049,5.954975638,3.0544994437,9.0026310422,9.1869703409,14.153790029,18.715265394,29.990610407,16.070792095,15.233893866,16.633594314,21.688108874,19.542371655,0,0,3.0073860343,8
2.906881,910780,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5.0458126605,5.9130738114,2.8752378377,8.6117793653,9.0516868093,19.900077189,19.998698621,27.738154742,17.033164618,16.191874695,15.621021264,23.027298068,21.451593142,0,0,2.3798933346,10
2.229838,925342,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,7.3149162214,5.0886920842,4.992109013,2.9730211377,8.1089848921,9.3805012363,22.225065139,29.986056878,16.301461963,18.618563213,17.144949954,18.39426771,22.709792382,30.955342457,0,0,2.8520232596,7
1.696455,949171,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.4338479604,5.6550519105,3.289320604,9.0542677752,9.1353780847,17.645025095,17.864209891,26.933334526,17.75155848,15.544544868,17.498270158,21.873639209,19.105469263,0,0,2.5071237428,9
2.755464,949174,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.2158263514,5.1853748155,3.0115716678,8.7251729566,9.3515990705,20.563795867,20.538027633,23.440958019,17.416418635,16.096478244,16.921105939,22.668902513,18.146380472,10.404056167,0,2.6156029861,5
3.561896,949175,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.2415071253,5.4747761718,2.8746356601,9.7344181715,9.2463042495,18.609696304,21.998993277,22.965242531,17.181795537,15.366038043,16.247187396,24.644856392,21.089836006,0,0,2.7049704514,6
3.260646,949176,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0098079055,5.388555827,3.024543874,8.9238343101,9.0501120602,20.972626537,20.316937993,27.215943736,18.22794733,15.18975714,16.272859669,20.720143661,18.402522364,0,0,3.4169828706,1
2.092528,949177,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5.0658684474,4.6172272566,2.9197997475,8.7080049239,8.7443985555,21.690679818,20.946376122,19.883955892,17.01022708,16.545584931,16.709824295,21.363856377,18.353032769,0,0,1.8942983906,8
1.787841,949178,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.678199378,5.9211133597,2.9583897982,8.7640075956,9.5427208269,22.682254415,21.769895708,25.265839266,17.10096601,16.011956949,16.594218783,23.941435321,19.924346738,0,0,2.4178953667,5
3.240903,949179,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,10.981963343,4.7687271588,5.2388396313,2.9242028521,8.9944653946,10.308635272,15.25268687,21.809262996,26.200535559,16.845952568,15.43063563,20.107223737,27.028215971,23.221226066,0,0,3.5792684258,10
1.99307,1240181,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.8031645295,5.4520236947,3.2983902447,8.8067814313,8.7113588297,11.283383184,18.829803323,27.87370347,16.162184112,15.750972205,15.889172436,20.699339245,18.279480391,0,0,2.9683928673,5
3.427475,688086,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.4785874998,6.1592377309,2.95881721,10.169277903,9.5366919462,13.860718235,21.350870205,20.34228916,15.198513763,13.998118509,15.178462916,22.581342351,19.2498904,0,0,3.8820222947,7
1.681582,688087,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.2950346767,6.5352344372,2.9258890326,8.7427920457,8.5917220749,12.442731122,18.660860709,22.712584341,14.790398064,14.871018392,14.631480559,18.332728991,16.574184631,0,1,1.0744924547,5
0.228022,753616,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.17935239,6.3150001348,3.0475652609,9.0264918555,9.3426480612,18.226215841,18.341604866,28.109908242,17.256919553,14.553421589,15.580136941,19.87066037,18.385609673,0,0,0.7711823977,7
2.148854,753618,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6.9325860111,4.1574311249,6.2040964012,2.7940765549,9.1522763627,9.7526114225,20.532644233,19.460233764,21.353330743,17.087020752,15.947849612,16.541876816,24.538038341,20.540685264,0,0,2.0095411557,6
