IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_704,Fingerprint_702,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_643,Fingerprint_635,Fingerprint_617,Fingerprint_611,Fingerprint_576,Fingerprint_363,PKA_153_CHA,MOT_2D_linker_CSV,MUT_ALPK1,MUT_MAP3K6,MUT_MAP3K6_EXP,PWY_R_HSA_2454202_CSV,GO_0001764,GO_0007257_CSV,GO_0014068_CSV,GO_0016477_CSV,SFAM_Alpha_Unclassified_EXP,EXP_FAM198B,EXP_MINK1,EXP_LIMK2,EXP_ANKK1,EXP_WNK4,EXP_ROCK1,PKA_151_POL_X_Fingerprint_611,PKA_153_CSV_X_Fingerprint_656,PKA_153_EXP_X_Fingerprint_656,PKA_153_POL_X_Fingerprint_576,PKA_153_POL_X_Fingerprint_611,PKA_73_ASA_X_Fingerprint_644,EXP_AKT1_X_EXP_ADCY2,EXP_AKT1_X_EXP_APAF1,EXP_AKT1_X_EXP_CXCR4,EXP_AKT1_X_EXP_NF2,EXP_CDK4_X_EXP_CDC25B,EXP_CDK4_X_EXP_CDKN3,EXP_CDK4_X_EXP_RPA1,EXP_CDK4_X_EXP_SUPT3H,EXP_CDK9_X_EXP_CCND2,EXP_CDK9_X_EXP_HEXIM1,EXP_CDK9_X_EXP_LARP7,EXP_CDK9_X_EXP_NELFA,EXP_CDK9_X_EXP_POLR2B,EXP_CDK9_X_EXP_TAF11,EXP_CDK9_X_EXP_TCEA1,EXP_MAP2K7_X_EXP_MYC,EXP_MAP2K7_X_EXP_VEGFA,EXP_MAPKAPK3_X_EXP_CBX6,EXP_MAPKAPK3_X_EXP_HIST1H2BJ,EXP_MARK2_X_EXP_SLC3A2,EXP_MINK1_X_EXP_CHRNE,EXP_NEK7_X_EXP_TOP2B,EXP_OXSR1_X_EXP_SLC22A13,EXP_PRKCA_X_EXP_ACTG1,EXP_PRKCA_X_EXP_CALM1,EXP_PRKCA_X_EXP_GNAO1,EXP_PRKCA_X_EXP_GNGT2,EXP_PRKCA_X_EXP_LEMD3,EXP_PRKCA_X_EXP_PLCB2,EXP_PRKCA_X_EXP_PLCD4,EXP_PRKCA_X_EXP_PPP1R14A,EXP_PRKCA_X_EXP_RACK1,EXP_PRKCA_X_EXP_YWHAG,EXP_STK24_X_EXP_MOB4,EXP_STK24_X_EXP_PPP2R1A,EXP_STK24_X_EXP_PPP2R1B,EXP_TGFBR2_X_EXP_FBN1,EXP_TGFBR2_X_EXP_NEDD4L,EXP_TGFBR2_X_EXP_SMAD6,EXP_TRIB3_X_EXP_TGS1,PWY_R_HSA_5683057_X_PWY_R_HSA_8953854,GO_0000187_EXP_X_GO_0001525_EXP,GO_0001764_EXP_X_GO_0034613_EXP,GO_0001764_X_GO_0009267,GO_0002250_CSV_X_GO_0007169_CSV,GO_0006897_EXP_X_GO_0070372_EXP,GO_0006897_X_GO_0045944,GO_0007030_EXP_X_GO_0048013_EXP,GO_0007030_X_GO_0070372,GO_0031098_X_GO_0048812,GO_0035556_EXP_X_GO_0051966_EXP,GO_0035556_EXP_X_GO_1901215_EXP,Predicted IC50,Validation
-0.372712,1298529,283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.790234,0,0.790234,0,0,0,6.0708519753,4.425016348,4.536027023,3.1011128975,3.0004625011,3.3388147689,0,0,0,0,0,0,14.413336055,17.399618275,13.653981916,24.293466568,57.958677159,78.875428736,71.135288257,32.812869695,15.022358781,34.742191373,38.974031943,22.0583546,53.142144166,33.624344686,41.454866607,40.951805032,22.342474315,20.679250019,20.333082153,21.195450898,18.316814022,85.436835941,26.954861307,55.809562263,47.314017837,14.273414021,12.747103495,20.458670032,15.311842784,15.014472752,14.531434317,54.723037603,20.225470252,30.765863968,26.645297696,16.908568405,37.152983536,35.560723162,23.77630722,28.998626009,0,10.00390193,0,0,0.6244697748,10.00390193,0,0,1,0,35.876805542,35.876805542,-1.990569988,1
2.088405,753562,277,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4199955616,4.6200733985,4.8995748951,3.1072828469,2.9953939612,3.3105704759,0,0,0,0,0,0,14.535954708,17.484562004,14.094482887,26.51536081,53.854314451,88.022905315,67.902495087,36.86880815,46.2386489,34.976025874,43.004528414,28.47583851,53.494994669,38.710010418,50.049710736,47.812266834,23.563131834,19.179870551,24.603679926,41.018356041,16.94896961,67.60710462,20.717459241,46.844322684,40.266309529,11.693848627,11.69225787,18.015693467,11.119380402,12.82982159,11.036691758,50.021197642,19.386667201,46.424693606,33.548108744,34.129462104,16.853111246,40.052412826,19.711436376,39.980090482,0,0,0,0,0,0,0,0,0,0,0,0,2.7522955452,10
1.06402,753531,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0.810932,0,0,0,0,0,0,0,0,0,2.9163801208,4.8533018766,6.5878173851,3.1158381075,3.3189522862,3.2666646175,0,0.654125,3.4933112453,0,1.5,0,11.577534537,14.435698684,11.233056744,16.936155527,42.962897797,43.683135173,50.120188111,26.602782714,45.683885969,56.74942087,52.03572103,38.557038497,70.177608879,49.86104768,66.235155114,58.522392844,31.294135316,12.37896872,18.662285746,40.404778231,19.199061814,44.896821095,20.646585205,45.474514035,34.431552109,11.15261187,10.208367744,17.389469037,11.012348229,11.344050077,10.715392505,44.84197307,16.872249379,44.235780205,31.879972337,22.797128037,11.566027821,22.776731356,13.603287175,56.691408682,0,0,0,0,0,0,0,0,0,0,0,0,1.5547102514,3
2.037395,907062,1219,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.2918470736,0,0,0,0,0,0,3.4202425842,4.4577905045,5.0253768366,2.9109816523,2.9632085375,3.2073573953,0,0,0,0,0,0,12.59525963,15.202415606,12.714542513,18.962941212,58.014853357,76.913624257,61.562007106,34.348400329,35.075528785,42.452679862,39.431483108,25.980513007,52.468983804,35.942068863,49.823950151,40.384776652,17.925532716,19.511129347,17.342812093,31.583676397,16.064420299,65.480119241,22.353516813,43.215664774,36.685733357,12.756397995,11.871749635,18.06558119,11.268310338,11.408404573,11.738837869,48.467902147,20.969244947,41.61171747,30.385738839,23.785418178,15.893714964,34.654433199,31.476104321,40.885799353,1,0,0,0,0,0,0,0,0,0,0,0,0.505542547,1
4.441533,1298529,235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.790234,0,0.790234,0,0,0,6.0708519753,4.425016348,4.536027023,3.1011128975,3.0004625011,3.3388147689,0,0,0,0,0,0,14.413336055,17.399618275,13.653981916,24.293466568,57.958677159,78.875428736,71.135288257,32.812869695,15.022358781,34.742191373,38.974031943,22.0583546,53.142144166,33.624344686,41.454866607,40.951805032,22.342474315,20.679250019,20.333082153,21.195450898,18.316814022,85.436835941,26.954861307,55.809562263,47.314017837,14.273414021,12.747103495,20.458670032,15.311842784,15.014472752,14.531434317,54.723037603,20.225470252,30.765863968,26.645297696,16.908568405,37.152983536,35.560723162,23.77630722,28.998626009,0,10.00390193,0,0,0.6244697748,10.00390193,0,0,1,0,35.876805542,35.876805542,3.0222115142,8
1.965957,1240140,249,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.692127,0.692127,3.692215835,3.1634077749,4.6979362801,7.2422129888,3.0826832432,3.0720609931,3.2039221396,0,0,0,0,0,0,12.232891286,14.067033522,12.430996727,15.926316194,26.757795114,53.629278626,56.084396825,28.719916004,19.343117088,46.541757422,44.809120918,34.075975847,58.96496452,41.18492037,49.56047024,51.857046407,27.006016615,16.314116466,16.422369981,35.894888956,18.71650369,56.994803972,19.167197433,40.207476082,32.990386208,10.642752395,10.265476972,17.140507416,10.07352668,10.845337559,10.69869444,44.709349217,16.18189062,45.511794454,34.080774856,40.338344886,11.105844505,20.73298754,15.913859063,31.966703881,0,0,0,0,0,0,0,0,0,0,0,0,0.1230799162,8
1.880553,753583,1046,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,2.8017267948,4.4885037243,3.7220621905,3.1125135539,3.0367582321,3.7516922072,0,0.788054,3.4920401992,3.3,0,0,14.468722261,16.84875242,15.240548559,29.601568415,66.737478546,81.601904916,71.728083884,39.83070121,18.024507238,39.527921862,41.676381497,29.26440946,54.867994671,41.974645394,55.900549051,48.613799215,22.056738274,25.176610296,19.8688094,32.185594952,16.787269899,68.095660109,23.906460326,48.164487408,38.724609229,12.644784332,11.609628807,17.362683844,12.110389335,12.382263017,33.646271173,51.292903977,19.406312446,38.68616078,29.549021648,22.006728402,10.403117947,27.254606056,19.287822469,41.809389631,0,0,0,0,0.6210291069,0,0,0,0,0,0,0,1.9793604229,7
3.095735,1299059,1030,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7027303959,4.7016727243,5.9924187483,2.8730854361,2.9958075017,3.1063787479,0,0,0,0,0,0,13.392268538,16.242726143,14.888810671,19.797629787,47.480435466,61.596618994,59.056755085,40.844902536,26.000301304,44.053618534,36.243624317,27.54314033,57.027426191,33.64837819,47.868217016,49.296214689,19.972402641,17.584688982,19.902057223,26.016550643,16.6556628,75.136049555,21.730686711,49.595739854,36.687631037,11.728584921,12.664385481,21.203742541,12.019875273,11.414717989,32.218049292,51.948255952,18.823776525,41.754672255,30.857437044,24.07719608,18.896896031,28.021419746,31.999586513,37.964235392,0,0,0,0,0,0,0,0,0,0,20.034635164,20.034635164,4.2507448319,1
4.692509,1240196,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0913992042,4.1887929468,4.6682933949,4.9034452117,3.0403069798,2.9742353584,3.0180933154,0,0,0,0,0,0,12.447203197,15.168389941,12.621738177,20.029870194,53.611875087,82.264222205,65.586912298,35.06146808,29.964460309,43.018967852,43.474378757,27.248288684,58.030684275,41.131205782,50.929656596,41.796102946,15.770481966,18.820505971,21.651485388,35.372240306,16.064646534,66.172870455,20.365750597,50.617043386,42.51625088,13.085108559,12.716753079,20.10303567,12.74560357,12.335992298,18.059397807,54.773157156,18.5184141,39.075861818,31.817714867,22.44829475,17.601488252,30.854958065,25.262469411,42.919495306,0,0,0,0,0,0,0,0,0,0,0,0,4.1401660925,3
3.39783,907059,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.802147,0,3.9790065968,4.6847206812,7.2833018625,2.9196428925,2.9689091904,3.4994896809,0,0,0,0,0,0,13.637262601,15.053080661,13.588883003,19.038443532,38.995109669,55.293951432,59.029734449,38.71846988,26.247779226,42.759680416,45.176761811,25.583727619,50.638431316,39.983449089,50.978629922,53.870050778,21.42025985,20.934098208,30.21478397,31.26114447,17.393064294,56.850611769,20.891882188,41.271843801,32.402642931,12.274531953,11.841532019,18.98627106,11.160086065,10.373369833,23.245657463,43.989797213,17.112440443,40.524332642,30.994583306,19.522670921,22.275403876,41.252098632,23.302038638,34.306859051,0,0,0,0,0.6460606808,0,0,0,0,0,0,0,2.5713110738,10
6.640675,1299050,292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0.548647,0,0,3.2795439498,3.6001703612,4.6154499527,4.4378685437,2.8857580548,2.9501569724,3.2640021707,0,0.764624,4.5500676789,0.5,0.5,0,13.719603984,15.654661188,12.803952978,19.715992305,54.935772107,75.590491111,71.354450306,40.307129057,22.985534381,45.174302737,43.665271075,28.744671396,62.811856603,42.879083941,51.486627639,48.970266239,21.468895774,21.483537457,23.281758366,34.649456065,17.683429524,59.491116716,24.534189388,47.373647444,40.171344828,12.218748048,12.308921823,17.471045703,11.952610934,12.121288685,11.720163299,50.059229846,19.779581245,44.726220187,31.545901318,24.785693692,16.163282153,37.938827241,25.247284248,34.48772089,0,0,0,0,0,0,0,0,0,0,0,0,5.3162947155,8
-1.116529,753532,87,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,3.3359664566,0.820802,0,0.816725,0,0,0,5.256379074,4.3082802517,4.2153783231,2.8341604698,3.1056330538,3.4992217645,0,0,0,0,0,0,14.163588346,15.061972595,13.244500139,19.358425244,55.554308106,50.687521904,53.475948071,31.407003799,16.984357457,43.465497095,41.410667597,27.165106239,57.034202372,39.760759643,47.709495646,46.417581132,26.169691651,23.031722696,19.528536393,27.52459728,16.992178761,62.972921842,24.664611511,60.779474063,43.900748532,15.814015553,14.434675879,21.966168382,15.537999436,15.937333247,15.850661482,63.968742717,23.052497848,35.365009725,28.375412662,21.652637247,38.147695164,42.056586698,34.047576844,33.920010527,0,0,0,0,0,0,0,0,0,0,0,0,-0.489073032,10
3.843692,907062,249,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3.2918470736,0,0,0,0,0,0,3.4202425842,4.4577905045,5.0253768366,2.9109816523,2.9632085375,3.2073573953,0,0,0,0,0,0,12.59525963,15.202415606,12.714542513,18.962941212,58.014853357,76.913624257,61.562007106,34.348400329,35.075528785,42.452679862,39.431483108,25.980513007,52.468983804,35.942068863,49.823950151,40.384776652,17.925532716,19.511129347,17.342812093,31.583676397,16.064420299,65.480119241,22.353516813,43.215664774,36.685733357,12.756397995,11.871749635,18.06558119,11.268310338,11.408404573,11.738837869,48.467902147,20.969244947,41.61171747,30.385738839,23.785418178,15.893714964,34.654433199,31.476104321,40.885799353,1,0,0,0,0,0,0,0,0,0,0,0,2.1764784484,8
-0.172373,1299050,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.548647,0,0,3.2795439498,3.6001703612,4.6154499527,4.4378685437,2.8857580548,2.9501569724,3.2640021707,0,0.764624,4.5500676789,0.5,0,0,13.719603984,15.654661188,12.803952978,19.715992305,54.935772107,75.590491111,71.354450306,40.307129057,22.985534381,45.174302737,43.665271075,28.744671396,62.811856603,42.879083941,51.486627639,48.970266239,21.468895774,21.483537457,23.281758366,34.649456065,17.683429524,59.491116716,24.534189388,47.373647444,40.171344828,12.218748048,12.308921823,17.471045703,11.952610934,12.121288685,11.720163299,50.059229846,19.779581245,44.726220187,31.545901318,24.785693692,16.163282153,37.938827241,25.247284248,34.48772089,0,0,0,0,0,0,0,0,0,0,0,0,0.5670893208,3
4.646531,1298529,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.790234,0,0.790234,0,0,0,6.0708519753,4.425016348,4.536027023,3.1011128975,3.0004625011,3.3388147689,0,0,0,0,0,0,14.413336055,17.399618275,13.653981916,24.293466568,57.958677159,78.875428736,71.135288257,32.812869695,15.022358781,34.742191373,38.974031943,22.0583546,53.142144166,33.624344686,41.454866607,40.951805032,22.342474315,20.679250019,20.333082153,21.195450898,18.316814022,85.436835941,26.954861307,55.809562263,47.314017837,14.273414021,12.747103495,20.458670032,15.311842784,15.014472752,14.531434317,54.723037603,20.225470252,30.765863968,26.645297696,16.908568405,37.152983536,35.560723162,23.77630722,28.998626009,0,10.00390193,0,0,0.6244697748,10.00390193,0,0,1,0,35.876805542,35.876805542,3.735774928,7
3.024198,753583,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,2.8017267948,4.4885037243,3.7220621905,3.1125135539,3.0367582321,3.7516922072,1.1,0.788054,3.4920401992,3.3,3.3,0,14.468722261,16.84875242,15.240548559,29.601568415,66.737478546,81.601904916,71.728083884,39.83070121,18.024507238,39.527921862,41.676381497,29.26440946,54.867994671,41.974645394,55.900549051,48.613799215,22.056738274,25.176610296,19.8688094,32.185594952,16.787269899,68.095660109,23.906460326,48.164487408,38.724609229,12.644784332,11.609628807,17.362683844,12.110389335,12.382263017,33.646271173,51.292903977,19.406312446,38.68616078,29.549021648,22.006728402,10.403117947,27.254606056,19.287822469,41.809389631,0,0,0,0,0.6210291069,0,0,0,0,0,0,0,1.8356109139,6
1.696981,753583,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,2.8017267948,4.4885037243,3.7220621905,3.1125135539,3.0367582321,3.7516922072,1.1,0.788054,3.4920401992,3.3,3.3,0,14.468722261,16.84875242,15.240548559,29.601568415,66.737478546,81.601904916,71.728083884,39.83070121,18.024507238,39.527921862,41.676381497,29.26440946,54.867994671,41.974645394,55.900549051,48.613799215,22.056738274,25.176610296,19.8688094,32.185594952,16.787269899,68.095660109,23.906460326,48.164487408,38.724609229,12.644784332,11.609628807,17.362683844,12.110389335,12.382263017,33.646271173,51.292903977,19.406312446,38.68616078,29.549021648,22.006728402,10.403117947,27.254606056,19.287822469,41.809389631,0,0,0,0,0.6210291069,0,0,0,0,0,0,0,1.1129249144,8
5.441861,910916,193,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.84289,0,3.6754933686,4.7280537779,6.2641640142,3.3431028431,3.0018947379,3.2542808703,0,0,0,0,0,0,12.72899576,14.887523498,12.446545474,17.02659634,52.127286526,44.097459388,52.471379924,30.671385791,22.860337436,45.025281792,45.405439648,28.614676732,59.62380617,45.773674524,59.312491852,48.438898879,28.557219743,14.986195346,15.564040989,43.575605468,17.585329708,54.884731113,20.287291746,42.204064774,35.750173715,10.999130994,10.706813214,16.689089912,11.002938187,10.389489471,10.759157312,43.769223164,17.060518556,43.800771058,31.046620103,19.259343904,13.871008056,24.901154995,14.657374774,44.554732757,0,0,0,0,0,0,0,0,0,0,0,0,5.5420684064,8
2.335351,1240140,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.692127,0.692127,3.692215835,3.1634077749,4.6979362801,7.2422129888,3.0826832432,3.0720609931,3.2039221396,0,0,0,0,0,0,12.232891286,14.067033522,12.430996727,15.926316194,26.757795114,53.629278626,56.084396825,28.719916004,19.343117088,46.541757422,44.809120918,34.075975847,58.96496452,41.18492037,49.56047024,51.857046407,27.006016615,16.314116466,16.422369981,35.894888956,18.71650369,56.994803972,19.167197433,40.207476082,32.990386208,10.642752395,10.265476972,17.140507416,10.07352668,10.845337559,10.69869444,44.709349217,16.18189062,45.511794454,34.080774856,40.338344886,11.105844505,20.73298754,15.913859063,31.966703881,0,0,0,0,0,0,0,0,0,0,0,0,1.7907711915,5
-5.448702,907061,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7136941152,4.9858205617,5.2810697617,3.0408768977,2.9440036703,3.226862107,0,0,0,0,0,0,13.408632912,15.740469472,12.799155767,21.978956223,53.174970213,62.535248254,59.08406504,26.743975273,52.833110766,44.571256075,45.29350861,30.327636423,59.292782127,44.398040948,54.510228938,48.639449278,24.172968526,17.603541353,17.862718998,35.296157867,17.787164557,55.820995749,20.687888627,48.561894285,41.42878167,12.353118638,12.153301469,19.138885527,11.346443873,12.322547359,11.911507732,51.125096175,18.878061934,48.100961206,39.584715012,24.617790624,15.310052313,30.939600044,17.737844129,46.461957417,0,0,0,0,0,0,0,0,0,0,0,0,-4.16500364,10
2.936827,753532,277,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3.3359664566,0.820802,0,0.816725,0,0,0,5.256379074,4.3082802517,4.2153783231,2.8341604698,3.1056330538,3.4992217645,0,0,0,0,0,-42.9,14.163588346,15.061972595,13.244500139,19.358425244,55.554308106,50.687521904,53.475948071,31.407003799,16.984357457,43.465497095,41.410667597,27.165106239,57.034202372,39.760759643,47.709495646,46.417581132,26.169691651,23.031722696,19.528536393,27.52459728,16.992178761,62.972921842,24.664611511,60.779474063,43.900748532,15.814015553,14.434675879,21.966168382,15.537999436,15.937333247,15.850661482,63.968742717,23.052497848,35.365009725,28.375412662,21.652637247,38.147695164,42.056586698,34.047576844,33.920010527,0,0,0,0,0,0,0,0,0,0,0,0,2.8227417389,6
2.702362,910916,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.84289,0,3.6754933686,4.7280537779,6.2641640142,3.3431028431,3.0018947379,3.2542808703,0,0,0,0,0,0,12.72899576,14.887523498,12.446545474,17.02659634,52.127286526,44.097459388,52.471379924,30.671385791,22.860337436,45.025281792,45.405439648,28.614676732,59.62380617,45.773674524,59.312491852,48.438898879,28.557219743,14.986195346,15.564040989,43.575605468,17.585329708,54.884731113,20.287291746,42.204064774,35.750173715,10.999130994,10.706813214,16.689089912,11.002938187,10.389489471,10.759157312,43.769223164,17.060518556,43.800771058,31.046620103,19.259343904,13.871008056,24.901154995,14.657374774,44.554732757,0,0,0,0,0,0,0,0,0,0,0,0,1.9995709027,9
-0.986557,907061,1242,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7136941152,4.9858205617,5.2810697617,3.0408768977,2.9440036703,3.226862107,0,0,0,0,0,0,13.408632912,15.740469472,12.799155767,21.978956223,53.174970213,62.535248254,59.08406504,26.743975273,52.833110766,44.571256075,45.29350861,30.327636423,59.292782127,44.398040948,54.510228938,48.639449278,24.172968526,17.603541353,17.862718998,35.296157867,17.787164557,55.820995749,20.687888627,48.561894285,41.42878167,12.353118638,12.153301469,19.138885527,11.346443873,12.322547359,11.911507732,51.125096175,18.878061934,48.100961206,39.584715012,24.617790624,15.310052313,30.939600044,17.737844129,46.461957417,0,0,0,0,0,0,0,0,0,0,0,0,-0.377999719,1
4.157028,909709,1042,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4712564505,4.7375108444,6.3046772644,3.2165280964,2.9678751367,3.0944194436,0,0,0,0,0,0,12.941787498,15.023414537,13.197327829,19.298519535,64.312722257,57.344803525,53.201195679,30.867895206,18.05709703,37.615525498,41.484570109,30.374992156,58.496573596,40.976270335,52.771257055,50.148901017,25.035904155,16.041233602,20.424692555,36.688353672,17.365924746,60.201121743,23.437554155,51.154116929,40.016409416,12.568276791,13.153144471,18.731794101,12.067581235,11.976804034,12.239618397,51.533898702,19.330663967,42.61209175,35.088413576,24.838780545,15.967888745,35.70780389,17.353372312,46.092313291,0,0,0,0,0,0,0,0,0,0,0,0,5.2767362655,1
5.34951,909708,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9462495437,4.6151803371,4.556794575,3.1076521278,3.0789350163,3.0313971062,0,0,0,0,0,0,14.575612714,15.801300795,13.593811206,20.62977015,62.172489417,69.27341079,62.682763839,33.932144636,42.245463644,40.300980059,41.772920517,31.033363555,57.65956506,39.596005223,57.734477632,56.473319461,22.102138901,22.494352031,20.005651737,37.305083912,18.001529846,63.150266052,21.992730764,43.313684497,34.835459838,11.480905662,10.964166669,18.574838914,10.733317616,10.952966578,10.958072293,47.723964502,17.617671602,54.642840403,37.934820277,28.016832727,15.189103837,42.716838637,17.589851166,65.644717676,0,0,0,0,0,0,0,0,0,0,0,0,4.9221664547,8
