IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_788,Fingerprint_784,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_176,PKA_176_ASA,PKA_267_B62,PKA_44,PKA_44_CHA,PKA_44_ENG,PKA_44_EXP,PKA_52_R,PKA_59_E,PKA_89_ENG,PKA_89_P_CSV,DOM_FAT,DOM_F_actin_bind,DOM_F_actin_bind_EXP,MUT_CDK1_EXP,MUT_MYO3A,MUT_MYO3A_EXP,MUT_PAK5,MUT_RET,MUT_STK19,MUT_TYRO3_EXP,CNV_SMG1_loss,REC_R_HSA_374696_EXP,REC_R_HSA_416320,REC_R_HSA_428531,REC_R_HSA_5672950_EXP,REC_R_HSA_8874078,PWY_R_HSA_195258_CSV,PWY_R_HSA_373755_CSV,PWY_R_HSA_442717,PWY_R_HSA_5675221,PWY_R_HSA_75035_EXP,GO_0001893_EXP,GO_0006281,GO_0007010_EXP,GO_0007030,GO_0010634,GO_0016049,GO_0019933,GO_0030036,GO_0030216_EXP,GO_0030238,GO_0043154,GO_0043154_EXP,GO_0048666,GO_0048666_EXP,GO_0050771,GO_0061178,GO_0061178_EXP,GO_0071902_CSV,SFAM_DDR_EXP,EXP_TAOK3,EXP_FAM20A,EXP_BRDT,EXP_STK16,EXP_INSRR,EXP_PAK3,EXP_LRRK2,EXP_FAM198B,EXP_LMTK3,EXP_MAP2K1,EXP_TBK1,EXP_PRKY,EXP_CAMK2D,Predicted IC50,Validation
5.701862,1298160,1025,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2318322941,0,1,3.7009669527,0,0.860747,0,0,2,0,0,0,6.4893924052,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4803436905,2.9852256991,2.9079916671,5.207403433,2.8161005923,6.5411374145,5.3806416975,7.1787048873,3.2806823296,8.5027213252,8.5036742661,3.3963388745,4.6377785734,4.6255488955,8
4.46766,1299078,1025,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3862046286,0,0.736855,0,0,1,3.8340118109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4972175502,2.982705948,3.0854105054,6.6041593452,2.7926659073,3.8190218485,2.9880472755,3.3142599837,3.3042737358,8.2029029031,7.9761668189,3.2338165935,5.2242480602,4.9876602841,3
3.819031,1299080,1025,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.012704612,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,6.8541188527,0,0,0,0,0,0.730692,0,6.0917040237,2.9395237171,3.1728234934,6.5635012143,3.1244962132,3.1851477676,4.9207729246,3.6737022359,3.7752335629,8.1220569858,8.0927144394,2.7784054953,4.9491614107,3.8559495582,8
3.617463,1299081,1025,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1413504413,0,0,0,0,1,3.1779727861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6863062295,6.8026765134,2.993358513,6.1432293588,2.9479251568,3.1056534512,2.9777605604,4.0870089443,3.1014350501,9.2634847333,7.5489633808,4.1323513251,5.4211731483,4.3051068716,6
2.422973,753545,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7662686412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833562,0,6.5153374004,2.9812748584,2.8304594377,5.821523735,2.8852445499,3.1156956146,6.1537010681,6.5246135327,3.3809473356,7.7271139936,7.9264690736,4.1080561217,4.8904096202,2.5583289797,7
3.797569,753546,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6.4473537445,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,6.0618024111,2.9947934633,3.0622456647,6.4880234608,2.9887273027,3.4348196265,4.0452832413,5.5082897036,3.1998299004,7.84559855,8.335966925,3.4288712811,4.3197374658,3.2391743479,3
2.416727,753579,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8167902561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7731654736,2.9306829853,2.9262743824,5.5640534114,2.9433671796,4.320105229,5.3311279328,6.3061378533,3.226163538,7.0071800025,7.4633926649,2.9615491749,5.4976556021,3.1103403615,4
3.231658,905955,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9064791716,3.0194321487,3.0794714486,5.3016956496,2.8237391229,3.5220500982,5.2765045926,3.4046025709,3.2524294771,7.697229219,7.2194177509,3.8372896324,4.7436687975,2.6405091558,3
2.905734,905956,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.4477200468,0,0,0,0,1,0,0,1,3.0199587807,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,6.8286745671,2.9160910977,2.9814266088,6.1494041617,2.961978266,2.8708343051,4.8224157703,3.7776467475,3.2787340651,7.5551267743,8.4454955801,3.1742088123,4.1849677863,3.1107439633,10
3.516229,905975,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0668932034,0,0,0,0,0,0,0,0,4.024332674,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7.0538307047,2.9393612217,3.0331977678,6.3313205692,2.8051617369,3.1747410979,6.8758405559,5.1180482395,3.172388163,8.5670060108,8.377681053,3.1549062511,5.5179124686,3.04002674,2
3.339602,905976,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1.325,4.1399567688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6667367632,0,0,0,0,1,0,0,1,9.7300730428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9160682538,2.9925244418,3.0291194103,5.979879232,2.9027270425,4.0764193041,7.0162584431,5.5555552168,3.1781081078,8.2680718966,8.020611279,2.9997407233,6.3682132261,2.9405742243,10
3.649515,905977,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8319819899,0,0,0,0,1,0,0,1,5.3686779337,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.7921021381,2.9410140667,3.3440903242,6.6760292477,2.5918229503,4.4552397794,5.2436850178,5.0766901793,3.2733988365,8.0447405356,7.2448051127,2.9720506641,4.1345933566,2.9669314018,2
1.965919,906792,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9966570939,0,0,0,0,3,0,0,1,0,0,0,0,1,0,8.3483287422,0,0,0,1,3.6097177745,0,1,3.6097177745,1.690073,0,6.9072584536,2.9336195086,3.0075638579,6.3078544341,2.7516537574,3.0629786716,4.2097155862,5.301615329,2.9058226405,8.3483287422,8.2138640226,3.3747745306,4.6956922601,2.7783774099,4
2.437408,906793,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2512862115,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0906087446,6.0672261207,2.9733786195,6.3334086183,2.8059051206,3.1075341727,6.9244480638,3.0441435849,3.4542513507,8.1458622727,8.104241422,3.0358227533,5.9662547883,2.227814864,4
1.455902,906813,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7840419678,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5053015192,2.9898784833,3.4626093119,6.8184411853,2.7145871782,3.4646202834,4.1012066209,3.8888078404,3.308496063,8.2852633516,7.6008496671,5.080254633,4.6730891924,2.8653917737,6
2.784067,906818,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1920288691,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2239622601,2.9159680908,2.9224205155,6.7564872014,2.8322878247,3.3704929955,5.5473417443,6.0254474717,3.1953220281,8.1375773319,8.0999913487,3.4122923758,5.125511477,2.9516587702,5
3.598197,906830,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.9314210704,0,0,0,1,0,0,0,0,0,0,1,4.4080474507,0,0,0,0,1,3.2377493328,0,1,3.1201438813,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,7.0491971032,2.8686287901,2.999320268,7.5379994686,2.8368247502,3.0685590491,5.2193272418,5.9106843519,3.2101610565,8.0015633875,7.251681113,3.9952095215,5.5800564821,3.3464965418,2
2.68016,906841,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1705925683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7671025205,2.8520176879,3.0622812835,6.0677179038,2.6842554739,3.2479554232,2.9319600845,2.9121398858,3.4424350511,9.2300749304,7.6333103711,2.9837167829,5.1389451953,3.3221940586,8
3.163756,906865,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9427304256,0,0.776117,0.776117,0,1,0,0,0,2.9576509976,0,0,0,0,0,5.8976105516,0,0,0,2,6.3253888875,0,0,0,0,0,6.5047347966,3.0263632345,3.257221016,6.786587918,2.7902104344,3.0960657283,4.8512039062,5.1495199702,3.3113453138,7.9865977574,8.016807452,2.9778536513,4.4241824512,2.9678660914,8
3.295215,907058,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5959900584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2081127043,2.9890279512,2.9047252579,6.3910535066,2.8158440853,2.9126093134,3.6818143683,4.9309257626,3.2482609246,8.4157475511,6.6839361196,2.9093771212,5.5516957541,3.8768261406,2
2.472496,907169,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9760866548,0,0.771885,0.771885,0,3,0,0,0,4.4143143621,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7434351225,3.0160462437,3.4084326001,6.2920197942,2.7224958665,3.0038189204,3.8555161799,3.9300424323,3.3372592519,8.5481224965,7.913533514,3.5163523404,5.72149334,2.8667042161,7
2.983514,907171,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.589704542,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7.2694594755,2.9636129991,3.2666693306,6.4168787772,2.6532441138,3.0928693943,4.8694608928,4.2513088866,3.2239342899,8.4307948734,7.9628552398,3.0745019524,5.6820410582,3.0467700796,7
3.214463,907172,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9858149746,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4305778369,3.401768297,3.2336626161,6.1317031908,2.749263709,3.2130140399,3.0863641087,2.8660087199,2.9513083917,8.6459223802,7.4819469262,3.044144366,6.1611277545,3.0846269684,10
2.513896,908124,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1566753983,0,0.763133,0.763133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1714820005,2.9752220138,3.0976339944,6.2594075562,2.890443645,3.1150970126,4.2173103843,5.795486241,3.3821696495,8.1032321424,8.2226083892,3.0931171653,5.0486772297,2.6813438787,6
3.445786,908125,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.756326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.6371230116,0,0,0,0,0,0,0,5.9881327595,3.0951624727,3.4304583082,6.6022065409,2.5628855152,3.2042713063,3.6821441967,3.4167166883,3.2176012271,8.071628655,8.1531399656,3.0343895221,6.1020027303,3.2224729461,1
3.393273,908128,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.096,0,0,0,0,0,1,3.1672803971,0,0,0,0,1,2.7656704291,1,1,0,1,0.862567,0,1,1,7.9729302307,0,3,11.846334769,4,0,2,1,2,3.2032371234,1,0,0,1,3.4949707087,0,1,3.4949707087,0,0,7.0137810655,2.8920391501,3.1962498587,6.6044383729,2.7394495755,3.5761770183,5.6558227035,5.1174309425,3.3349292797,7.4217273228,8.0495170837,4.0167263424,6.1480601306,3.5197105319,6
3.960765,909706,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8434139219,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1032724423,2.9491240043,3.1420955104,6.3832991772,3.4169990443,3.5230170268,4.3565314471,5.8897847913,3.8536521889,7.0660732056,7.9796056448,3.5334920139,5.4226161461,3.8282710602,9
3.919619,909713,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2589112437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1480903234,2.9943320224,3.1788993323,6.8625699925,2.6562651888,3.0288453739,3.678637588,2.9111362738,3.111957739,7.9534917715,8.2461121511,2.9479518084,5.2082461286,2.8555232949,4
3.098963,909723,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9890794017,0,0,0,0,0,0,0,1,4.4322255806,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6560141259,2.8977386149,2.9019421786,6.3760563725,2.8864391958,3.2013225357,3.020473669,3.1306038974,3.0841577275,8.430036305,8.2267019208,4.233818799,6.3314217803,2.7659330537,9
3.18697,909724,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7687839898,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9435757273,2.910210766,3.0312444413,6.5304615048,2.8542669316,3.5377911957,3.7413440488,5.4081891852,3.2601967594,8.0844179232,7.7332456194,3.2781645479,4.8471171585,2.7808031884,2
3.512477,909725,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0561620036,0,0,0,0,1,6.6264268428,0,2,7.2546967539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7404098724,2.9280808558,2.671767245,6.7064969551,3.2922926268,4.5725092996,4.0047923752,7.8168486204,3.2974319867,8.2347072198,7.9236117538,4.0525865286,6.530950752,3.2644353558,7
3.328665,909726,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1483423907,0,0,0,0,0,0,0,0,8.7570924094,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3640170174,0,0,0,0,0,5.6814038676,2.9848356828,2.9442653885,6.8233148072,2.6606068255,3.2996882238,3.6465295191,4.1266307688,3.2113217871,8.6170234084,8.1281179614,4.2474350027,5.454875823,3.3447087975,7
4.23373,909727,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.835,0.622445,0,0,0,7.4158878468,1,3.0711137606,0,0,0,6.3353910066,0,0,0,0,4.2218363493,0,0,0,0,1,7.4158878468,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7096625249,2.9832712666,3.0140043312,6.1827912903,2.8922002603,5.106134363,5.1394227747,5.9776990498,2.9530899138,8.0056259361,7.4557473559,3.1798866655,5.4999374459,4.1932973249,10
2.483744,909784,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8378573055,0,0,0,0,1,0,0,0,7.9231466385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4042860919,2.822895768,3.1558922307,6.3979954472,2.619906853,3.0031672611,3.2639614122,6.5037080958,3.0541264223,8.3332142992,8.1628824843,2.8449063181,6.9713754974,2.5995758557,10
2.749087,910697,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6673815469,2.8446799855,3.011024581,6.611937614,2.646966106,2.9766551523,3.0863629799,3.0950585302,3.7762447634,9.1290051413,8.0884425289,3.1245490148,5.4941446307,2.4989928757,5
